id,city,province,country,zipCode,type,hasAirCondition,hasGarden,hasPool,isCloseToBeach,dailyPrice,currency,roomsNumber
KCcpR,city86,province38,France,HfAlA,Single Floor,true,false,true,false,8.76,$,3
oUWnq,city52,province32,Thailand,77uSJ,bungalow,true,false,true,true,42.72,$,0
Jn5s3,city71,province34,Russia,STAp7,bungalow,false,false,false,true,71.78,$,1
giNls,city84,province26,China,ti4vI,Deluxe,false,true,true,false,96.72,$,3
gkYcE,city37,province53,South Africa,umOxn,Villa,true,false,true,false,31.35,$,2
3HapD,city56,province81,country,Y2bqj,Single Floor,false,true,false,true,18.14,$,1
Le90g,city63,province6,India,QM11i,bungalow,true,true,false,false,53.55,$,0
mjz8P,city7,province71,Egypt,YC69K,bungalow,false,true,false,true,29.15,$,2
kmmrm,city5,province71,UK,hEKuU,Deluxe,false,true,false,true,23.89,$,3
jiMEM,city54,province19,France,sOcB4,Villa,true,true,true,false,32.77,$,0
3NN3s,city78,province78,Thailand,PdOte,Single Floor,true,false,false,true,41.16,$,2
EgMpP,city96,province62,Russia,mbZV4,bungalow,true,true,false,false,38.56,$,2
9BDzP,city35,province7,China,VZHk3,bungalow,true,true,false,true,84.2,$,0
z1JQd,city50,province17,South Africa,SGTDu,Deluxe,false,true,false,true,43.86,$,0
cW4Iv,city41,province91,country,e5Xyv,Villa,false,true,false,true,42.52,$,3
Ye2tu,city51,province0,India,VTSKa,Single Floor,true,true,false,false,73.38,$,2
1ki7W,city78,province46,Egypt,OqVFy,bungalow,false,false,false,false,93.24,$,3
0BJwe,city95,province54,UK,ozRB5,bungalow,false,true,true,false,9.45,$,1
sxPRs,city83,province44,France,cv4YB,Deluxe,false,false,true,true,66.66,$,3
XTRS8,city6,province71,Thailand,EvvPf,Villa,false,true,false,true,56.25,$,2
u93qO,city21,province95,Russia,w1LAx,Single Floor,true,true,true,false,10.16,$,1
R0AOm,city17,province18,China,WSoRt,bungalow,false,true,false,true,90.91,$,0
rQqIq,city2,province70,South Africa,5orUu,bungalow,true,false,true,true,8.26,$,0
SQYEa,city51,province21,country,qlLPS,Deluxe,true,false,false,false,89.13,$,0
onZSu,city75,province48,India,vQV9r,Villa,true,false,false,true,81.93,$,1
kBzAg,city49,province35,Egypt,ZU5Mo,Single Floor,true,true,true,true,12.86,$,2
dFY3P,city50,province4,UK,ztzoW,bungalow,false,false,true,true,91.77,$,0
JE9ZV,city54,province44,France,65oyR,bungalow,true,true,false,false,50.77,$,3
vknmM,city70,province35,Thailand,cXh6a,Deluxe,true,true,true,false,65.23,$,3
W5QY3,city40,province85,Russia,MA1D9,Villa,true,true,false,true,14.93,$,1
f3sQp,city21,province96,China,QVJ9L,Single Floor,false,false,false,false,57.12,$,2
niSao,city48,province78,South Africa,LKEqX,bungalow,true,true,true,true,37.39,$,0
L0G35,city85,province86,country,7dzwS,bungalow,true,true,false,false,30.23,$,3
QCjjT,city33,province22,India,AcmSe,Deluxe,false,true,false,true,77.74,$,0
XiOYQ,city81,province64,Egypt,FcQO4,Villa,false,true,true,true,6.77,$,2
H1KMd,city61,province71,UK,YAwly,Single Floor,true,true,true,false,76.54,$,2
yMRqC,city51,province24,France,Hd0Up,bungalow,true,true,false,false,33.88,$,0
ojktd,city52,province9,Thailand,iTRex,bungalow,true,false,true,true,52.12,$,2
RkBxh,city71,province48,Russia,5zcxC,Deluxe,true,false,true,true,81.61,$,2
NqgTZ,city56,province6,China,nzmDy,Villa,false,true,true,false,4.11,$,1
fFET6,city30,province50,South Africa,YMAGj,Single Floor,false,false,false,false,52.77,$,3
TL0O5,city68,province57,country,HlTfv,bungalow,false,false,false,false,58.58,$,2
V4HtO,city47,province64,India,W9Pd7,bungalow,true,true,false,false,91.41,$,0
GNJQc,city31,province37,Egypt,CRYLQ,Deluxe,false,false,false,true,12.15,$,3
46B2E,city14,province47,UK,Rc84s,Villa,false,false,false,false,20.18,$,1
4r75o,city38,province77,France,jXZCr,Single Floor,true,false,true,true,93.09,$,1
StGzO,city93,province42,Thailand,41vVk,bungalow,false,false,true,false,83.05,$,0
2HwR0,city70,province60,Russia,yXNvM,bungalow,false,false,true,false,83.91,$,2
0619l,city37,province65,China,SOthI,Deluxe,true,false,false,false,35.43,$,2
uYYif,city51,province45,South Africa,Yklao,Villa,true,false,false,true,85.88,$,1
MVPB5,city45,province36,country,nzqCf,Single Floor,true,true,false,true,90.37,$,0
nJ6pj,city79,province8,India,xRBMa,bungalow,false,false,true,true,50.53,$,0
Q9F6J,city72,province11,Egypt,MeIvv,bungalow,true,true,true,false,2.2,$,2
X1xs0,city37,province29,UK,qNEjC,Deluxe,false,false,true,false,17.03,$,2
8qwiz,city64,province11,France,oneLf,Villa,false,false,false,false,14.17,$,1
bJtXb,city45,province97,Thailand,gLLJI,Single Floor,true,true,false,true,54.05,$,3
I6Hjg,city76,province7,Russia,91Qw3,bungalow,true,false,false,true,0.79,$,1
Bvmx8,city61,province12,China,xmTIf,bungalow,true,true,false,true,20.94,$,0
tsusw,city84,province4,South Africa,bDeAL,Deluxe,true,false,false,false,38.25,$,0
0kIvC,city72,province34,country,b37lB,Villa,true,false,true,true,42.79,$,3
HFeQ8,city72,province45,India,AHPKg,Single Floor,false,true,false,true,31.33,$,0
6vxRZ,city57,province56,Egypt,47bKG,bungalow,true,true,false,true,83.6,$,2
o0Gk3,city22,province96,UK,9MONA,bungalow,false,false,true,true,90.12,$,2
9L2o0,city21,province70,France,OhbHG,Deluxe,true,false,true,false,72.73,$,2
rxWDT,city51,province39,Thailand,PMvzn,Villa,false,true,true,true,54.12,$,3
TMsde,city95,province51,Russia,PSVgL,Single Floor,false,false,false,true,91.34,$,3
HYbpd,city74,province19,China,htegS,bungalow,false,false,false,false,14.79,$,0
qr8GX,city16,province55,South Africa,kGJpC,bungalow,false,true,false,false,39.48,$,1
PEVMb,city58,province3,country,0Y5Jk,Deluxe,true,false,true,true,51.23,$,3
Bdnc1,city5,province55,India,5jNU8,Villa,false,false,false,false,65.47,$,1
f9pxG,city60,province48,Egypt,yN6Cr,Single Floor,true,false,true,true,94.49,$,0
yxJg7,city92,province28,UK,OfhhV,bungalow,true,true,true,true,27.39,$,0
xJGNZ,city93,province74,France,T3eCl,bungalow,true,false,false,false,91.81,$,3
mtybG,city14,province15,Thailand,G9sYZ,Deluxe,false,false,false,true,69.14,$,2
GN4J6,city84,province67,Russia,dGTRt,Villa,true,false,true,true,28.47,$,2
zgDEs,city63,province26,China,X8rWG,Single Floor,true,true,false,false,72.41,$,1
raV0Z,city64,province27,South Africa,4ukev,bungalow,true,false,true,false,82.34,$,3
ZdRsV,city35,province8,country,Rr1Yu,bungalow,true,true,false,false,4.44,$,3
GyXf9,city30,province27,India,v5091,Deluxe,true,true,false,true,88.04,$,0
2zMBK,city82,province81,Egypt,p3NYa,Villa,true,false,false,true,91.36,$,1
cfIJ0,city93,province70,UK,jpaKM,Single Floor,true,true,true,true,51.61,$,2
nMIxA,city25,province65,France,vrODt,bungalow,true,false,true,true,99.85,$,0
qgNpx,city31,province0,Thailand,otCIW,bungalow,true,true,true,true,97.02,$,1
LjWA2,city4,province70,Russia,ACCKk,Deluxe,false,false,false,false,10.67,$,1
3wDOs,city90,province50,China,GDsyx,Villa,true,false,true,false,66.91,$,3
HSKLA,city25,province76,South Africa,PJv1D,Single Floor,true,false,true,false,90.5,$,2
epLYy,city50,province28,country,zhMuU,bungalow,false,false,true,true,12.86,$,3
K2bEz,city67,province3,India,vrgue,bungalow,false,true,false,true,20.56,$,1
n9TX4,city21,province59,Egypt,zf70G,Deluxe,false,true,false,false,10.2,$,0
fXLAd,city5,province28,UK,o8BOM,Villa,false,true,false,false,1.53,$,0
wdJk8,city15,province22,France,Xe7Kw,Single Floor,false,false,false,false,16.88,$,0
jxpb6,city12,province82,Thailand,5N0jR,bungalow,true,true,false,false,5.36,$,0
kw24U,city60,province46,Russia,sTlOZ,bungalow,true,false,true,true,97.56,$,3
L4OKH,city51,province86,China,rFI2x,Deluxe,false,true,false,false,94.7,$,2
x1bRC,city50,province8,South Africa,2Hhr9,Villa,true,false,true,false,71.54,$,2
iIOhg,city54,province21,country,Irln8,Single Floor,true,false,true,false,35.12,$,2
MuhwW,city52,province81,India,I8bZj,bungalow,true,false,false,false,87.42,$,0
AsSue,city48,province57,Egypt,Ok9kS,bungalow,false,true,false,true,30.49,$,2
pvtmj,city57,province97,UK,BHC7K,Deluxe,true,true,true,false,90.25,$,1
i9PXq,city23,province58,France,6OxnA,Villa,false,false,false,false,9.15,$,1
vm6E2,city80,province14,Thailand,1c05J,Single Floor,false,false,false,true,57.18,$,3
h5rvT,city62,province40,Russia,8em5W,bungalow,false,true,true,true,34.26,$,0
rqJqO,city29,province82,China,fQJac,bungalow,false,true,false,true,52.5,$,3
wjQyc,city96,province45,South Africa,kObR6,Deluxe,true,true,false,false,85.99,$,1
ggMwE,city64,province4,country,PHTnN,Villa,false,false,false,false,98.76,$,1
Zp18K,city7,province45,India,558BX,Single Floor,false,true,true,true,52.71,$,1
He4Lq,city31,province83,Egypt,hPhX2,bungalow,true,true,false,true,8.27,$,1
uIwfK,city75,province85,UK,JNTQa,bungalow,false,false,false,true,19.06,$,1
yRxnC,city64,province38,France,wqG1G,Deluxe,true,true,true,true,82.36,$,2
3HcKk,city36,province97,Thailand,RRPRL,Villa,true,false,false,false,11.15,$,1
mbF1q,city55,province50,Russia,HCs6i,Single Floor,true,false,true,false,65.6,$,1
tWpHt,city80,province59,China,M9sDt,bungalow,true,false,false,false,0.86,$,1
L98Ta,city88,province41,South Africa,s7HeJ,bungalow,false,true,true,false,7.81,$,0
hc2b3,city68,province5,country,pOpz6,Deluxe,true,false,true,false,68.48,$,2
fMICj,city34,province6,India,exOgc,Villa,false,false,true,true,71.82,$,0
NyOjd,city25,province8,Egypt,Kl8JF,Single Floor,true,true,true,false,43.52,$,0
mOhZH,city11,province38,UK,uynjF,bungalow,false,false,false,true,23.91,$,0
mzZG3,city95,province84,France,SiJ1B,bungalow,false,false,false,true,44.15,$,2
WsyE8,city19,province51,Thailand,bNtcz,Deluxe,true,false,false,true,49.91,$,1
les02,city4,province3,Russia,NPCpK,Villa,false,true,true,false,39.93,$,1
XWRLZ,city98,province51,China,SQz85,Single Floor,false,false,false,false,68.89,$,2
waHIg,city59,province76,South Africa,CX6Mm,bungalow,false,true,true,false,11.38,$,0
hWSWz,city36,province12,country,UELzN,bungalow,true,true,true,true,67.1,$,3
IkCjd,city39,province83,India,3OPi6,Deluxe,false,true,false,true,38.42,$,0
TEQ3x,city98,province74,Egypt,BsTtG,Villa,true,true,true,true,18.12,$,0
BOyCK,city64,province57,UK,MWo51,Single Floor,false,false,true,true,8.56,$,0
WUrY2,city95,province63,France,JA8yB,bungalow,true,false,true,true,15.05,$,3
KH43G,city17,province10,Thailand,dCUh7,bungalow,true,false,false,false,68.02,$,2
k6lim,city68,province38,Russia,Yxu4P,Deluxe,false,true,false,true,16.54,$,3
qmTP8,city9,province16,China,EdY5M,Villa,true,false,false,false,82.88,$,2
D9ihD,city58,province51,South Africa,2EP3M,Single Floor,true,false,false,true,2.97,$,3
p85zv,city47,province3,country,JszPH,bungalow,true,true,true,false,90.81,$,0
FMyrL,city94,province88,India,Dui9g,bungalow,false,false,false,true,0.6,$,2
uKwh6,city24,province10,Egypt,qjAVh,Deluxe,true,true,false,true,7.51,$,1
loWOn,city36,province96,UK,UVhdD,Villa,false,false,true,true,81.02,$,0
1enm2,city43,province21,France,4rh8f,Single Floor,true,false,false,false,66.48,$,3
ySaKM,city78,province25,Thailand,aOL0j,bungalow,false,false,false,false,53.11,$,3
bFo74,city44,province86,Russia,X22ut,bungalow,false,true,true,true,88.24,$,3
OwfEi,city54,province98,China,Kqi0c,Deluxe,false,true,false,false,58.59,$,0
PaHun,city45,province68,South Africa,Y34pm,Villa,false,false,false,false,53.69,$,3
ei4Of,city51,province31,country,VB9Bz,Single Floor,false,false,false,false,90.42,$,2
MBBUw,city13,province51,India,wmpix,bungalow,true,true,false,true,24.57,$,2
JRC8l,city35,province41,Egypt,DGdba,bungalow,true,true,true,false,87.71,$,2
TmWLa,city5,province3,UK,ymy67,Deluxe,false,true,false,false,65.97,$,3
TL4sz,city0,province46,France,nDcS1,Villa,false,false,false,false,8.55,$,3
EfzT4,city16,province55,Thailand,0BcYt,Single Floor,false,false,true,true,10.9,$,3
ov39n,city18,province25,Russia,OyOBj,bungalow,true,false,true,true,85.79,$,0
WRyfi,city33,province16,China,S88Pm,bungalow,true,true,true,true,50.57,$,2
d7B9W,city24,province89,South Africa,vVl7d,Deluxe,false,false,false,false,46.92,$,2
I0Rta,city31,province51,country,0ef2Q,Villa,false,false,true,false,48.11,$,2
WHvo7,city80,province36,India,rk7hG,Single Floor,false,true,false,false,54.76,$,0
FbW0s,city57,province3,Egypt,btAAf,bungalow,false,false,false,false,79.15,$,3
ABsU7,city36,province11,UK,iQtOL,bungalow,true,true,false,true,97.33,$,0
TF8TJ,city65,province89,France,DxyHR,Deluxe,true,false,true,true,98.52,$,3
mcxVg,city25,province23,Thailand,IWIqL,Villa,true,false,true,false,59.07,$,0
wGDKS,city84,province22,Russia,4So4i,Single Floor,false,true,false,false,74.56,$,3
Rz5w8,city25,province8,China,K5UPt,bungalow,true,true,true,false,53.85,$,0
esxZB,city37,province41,South Africa,sJqsO,bungalow,false,false,true,false,14.86,$,0
zwX9V,city19,province75,country,HJkhj,Deluxe,false,true,true,false,85.05,$,1
32aK5,city88,province48,India,aq6xP,Villa,false,false,false,false,51.3,$,2
HQmne,city98,province57,Egypt,iAh5U,Single Floor,true,false,false,false,76.35,$,1
FiT5g,city58,province43,UK,WbG8p,bungalow,true,false,true,false,35.98,$,0
YV0SV,city53,province86,France,qXI3u,bungalow,true,true,false,false,67.6,$,0
PZL2f,city81,province75,Thailand,TUqjh,Deluxe,false,true,false,true,3.26,$,3
EUUtF,city96,province1,Russia,p1kGo,Villa,false,false,true,true,15.97,$,0
If0gN,city81,province27,China,XFMVw,Single Floor,false,false,true,false,92.55,$,3
DUgUi,city48,province27,South Africa,4OOQw,bungalow,false,false,false,true,20.72,$,1
67daX,city61,province83,country,8SjXD,bungalow,true,false,false,true,26.14,$,3
OKC3J,city3,province64,India,skqBB,Deluxe,false,true,false,false,15.06,$,0
YCmAE,city53,province41,Egypt,Nk6eE,Villa,false,true,true,true,48.56,$,3
WiysA,city25,province77,UK,sFyiz,Single Floor,false,true,false,true,98.45,$,0
60d5P,city13,province53,France,2da9S,bungalow,true,false,false,false,37.86,$,3
svfZE,city93,province42,Thailand,ETORR,bungalow,false,false,true,true,62.11,$,2
A0mPP,city12,province26,Russia,thy1n,Deluxe,true,false,true,false,9.09,$,0
PRZKP,city0,province28,China,4E9l7,Villa,false,true,true,false,79.69,$,1
RCr0I,city4,province59,South Africa,R87No,Single Floor,false,false,true,true,44.05,$,1
btxaX,city22,province3,country,HiiU9,bungalow,false,true,true,false,23.89,$,3
oeRU0,city72,province42,India,a7t63,bungalow,true,false,true,true,11.42,$,2
Fs6hB,city67,province69,Egypt,MVJT9,Deluxe,false,true,false,false,68.47,$,2
sBDOe,city53,province40,UK,jCxc3,Villa,false,false,false,true,52.95,$,0
qYJzZ,city27,province0,France,pGluB,Single Floor,true,true,true,true,35.45,$,0
0YZjr,city67,province96,Thailand,hWQNH,bungalow,true,true,true,false,39.87,$,3
bD36L,city55,province26,Russia,xm0Hr,bungalow,false,true,true,false,22.44,$,0
1guaR,city85,province20,China,m7WTn,Deluxe,true,true,true,true,50.91,$,1
KXMxa,city87,province67,South Africa,yo05V,Villa,false,false,false,true,50.9,$,3
NQD4q,city37,province27,country,WUnRs,Single Floor,false,true,false,false,40.82,$,3
Kf5hS,city12,province58,India,tUxvr,bungalow,true,true,true,true,22.7,$,2
bUk57,city58,province62,Egypt,W9tT2,bungalow,true,true,false,true,11.56,$,3
8vAYa,city75,province29,UK,jVN0b,Deluxe,true,false,false,true,16.65,$,1
MuJMe,city43,province57,France,qbA0C,Villa,true,false,true,false,83.64,$,2
Tqmt4,city10,province58,Thailand,qKAuF,Single Floor,true,false,true,false,23.79,$,1
H4rPO,city9,province47,Russia,UYw56,bungalow,true,true,true,true,96.58,$,3
oKptW,city53,province83,China,MlEXS,bungalow,false,false,false,true,47.69,$,3
to0Yo,city1,province8,South Africa,02UiO,Deluxe,false,true,true,true,6.71,$,1
mvbI5,city79,province89,country,9tCab,Villa,true,true,false,true,31.99,$,0
Ck4ee,city79,province37,India,x7gmm,Single Floor,true,false,false,false,59.53,$,3
KObvL,city85,province24,Egypt,zos0i,bungalow,false,false,true,true,68.61,$,2
XyCXu,city92,province22,UK,CPCFG,bungalow,true,false,true,true,92.44,$,1
zallQ,city58,province55,France,dR5iq,Deluxe,true,false,false,true,53.18,$,3
912ZW,city12,province16,Thailand,EhSko,Villa,false,true,true,false,44.18,$,1
tQ7cP,city94,province27,Russia,T5wb8,Single Floor,true,true,false,true,25.49,$,1
u7Sdz,city66,province98,China,Izqzs,bungalow,true,true,true,true,36.88,$,2
auk53,city6,province15,South Africa,QG1mr,bungalow,false,true,false,false,89.27,$,0
AJrLx,city43,province36,country,4WCW6,Deluxe,true,true,true,true,62.62,$,0
lXmBs,city23,province45,India,cQzdD,Villa,true,false,false,false,12.73,$,1
tMJHj,city86,province45,Egypt,YxBNc,Single Floor,true,true,false,false,71.56,$,1
YmPsD,city26,province76,UK,pN2mR,bungalow,false,false,true,true,97.46,$,2
JCoYk,city14,province56,France,yxvHG,bungalow,true,false,false,false,94.02,$,2
BPO6n,city5,province91,Thailand,gcxD9,Deluxe,true,false,true,false,69.95,$,3
22qIO,city68,province37,Russia,SScjF,Villa,false,false,true,false,78.28,$,2
tupRY,city92,province21,China,MDw3w,Single Floor,true,false,false,false,24.72,$,1
iIZNd,city54,province36,South Africa,0l1jb,bungalow,true,true,false,false,90.33,$,1
zm73M,city92,province92,country,hePjR,bungalow,true,true,true,true,46.1,$,2
wRHII,city54,province50,India,ieHcs,Deluxe,true,true,true,true,31.47,$,0
ld0ZO,city71,province24,Egypt,gdZxy,Villa,true,false,false,true,95.58,$,2
Y6tEy,city0,province8,UK,RuIKY,Single Floor,false,false,true,true,48.68,$,0
4pkt4,city90,province47,France,3Ib6o,bungalow,false,true,false,true,59.2,$,1
whWUn,city38,province49,Thailand,OqrpI,bungalow,true,false,false,true,42.82,$,1
0AHDI,city10,province45,Russia,PXZ7H,Deluxe,false,false,true,false,33.29,$,0
3yFIy,city3,province51,China,Kv5um,Villa,true,false,false,true,81.26,$,1
nin48,city60,province86,South Africa,stLpd,Single Floor,true,true,true,false,86.06,$,1
1kAss,city38,province94,country,jgZ7t,bungalow,true,false,true,false,55.63,$,1
dFc6Y,city14,province4,India,CMVZ5,bungalow,false,true,true,true,91.37,$,1
c8aPg,city8,province48,Egypt,4hwXy,Deluxe,false,true,false,false,10.05,$,1
ROPdd,city35,province24,UK,luhTK,Villa,true,true,true,true,33.46,$,1
CwBDw,city37,province56,France,DKiOk,Single Floor,true,true,true,true,91.86,$,0
CZBQJ,city51,province84,Thailand,ItHfA,bungalow,true,false,false,true,34.92,$,1
DCK5N,city85,province71,Russia,tsFQp,bungalow,true,false,true,false,46.44,$,0
osCOM,city21,province7,China,EjNAW,Deluxe,false,false,true,false,84.67,$,3
zydc4,city51,province26,South Africa,aKO1D,Villa,false,true,true,true,45.26,$,3
iGjjm,city63,province11,country,hvcaz,Single Floor,false,false,true,false,51.96,$,1
utqy9,city29,province15,India,bqUKH,bungalow,false,true,true,false,3.16,$,3
uLtTx,city90,province72,Egypt,iNrFB,bungalow,false,true,false,true,96.96,$,3
74Dsw,city27,province84,UK,a1IEt,Deluxe,false,true,false,false,6.41,$,1
PE9lz,city64,province46,France,YsNlZ,Villa,true,true,false,true,67.51,$,2
hjcA5,city18,province47,Thailand,HQlRV,Single Floor,true,true,false,true,79.26,$,2
r9V9L,city50,province31,Russia,56pFl,bungalow,false,true,true,true,88.79,$,1
VE0PJ,city68,province27,China,Xe7P5,bungalow,false,true,false,true,15.16,$,2
4O33k,city96,province78,South Africa,nmB05,Deluxe,false,false,true,true,42.71,$,1
I5smL,city64,province29,country,R67YV,Villa,true,false,false,false,66.84,$,3
3AvhD,city7,province25,India,tBwVo,Single Floor,true,true,true,true,93.0,$,0
mFm9v,city75,province24,Egypt,JWktM,bungalow,true,false,false,true,48.18,$,3
vXInI,city75,province52,UK,SSyyo,bungalow,false,false,true,true,45.62,$,2
Mo7JL,city3,province19,France,mjKQn,Deluxe,false,false,true,false,43.59,$,1
rKE5Z,city18,province33,Thailand,fhKef,Villa,false,false,true,false,33.75,$,2
7RAuN,city93,province48,Russia,DUECJ,Single Floor,true,true,true,true,43.45,$,3
Uheto,city38,province60,China,cexKX,bungalow,true,true,true,true,96.95,$,2
F8xUX,city30,province88,South Africa,lJMHt,bungalow,false,true,true,false,36.78,$,2
ky4Po,city7,province34,country,WiMpa,Deluxe,true,false,false,true,81.25,$,0
HoHY6,city44,province75,India,jiqFC,Villa,false,false,true,true,40.68,$,2
dUo66,city43,province1,Egypt,UBb5P,Single Floor,false,true,false,false,3.79,$,0
rbNqK,city35,province85,UK,tiCqE,bungalow,true,false,true,true,4.8,$,3
L7iZm,city37,province51,France,cnS9E,bungalow,true,false,false,false,48.2,$,3
UXfva,city0,province69,Thailand,tiZLE,Deluxe,false,true,false,true,22.16,$,3
aHINO,city52,province43,Russia,YvzA0,Villa,true,false,true,true,68.58,$,1
mMnwR,city15,province87,China,ntmi2,Single Floor,false,true,false,true,73.0,$,0
95mUC,city11,province40,South Africa,X8RrF,bungalow,true,true,true,true,63.15,$,2
MokJH,city29,province44,country,6aB2h,bungalow,false,true,true,true,89.17,$,1
iDrI9,city51,province21,India,arpRR,Deluxe,true,false,false,false,82.78,$,2
dqq4g,city41,province37,Egypt,TkD1M,Villa,true,false,false,false,52.91,$,1
wNrBw,city8,province54,UK,veIJz,Single Floor,true,false,false,true,15.94,$,1
IjH3D,city90,province65,France,jCY3F,bungalow,false,false,false,false,15.41,$,3
mmVPz,city72,province17,Thailand,ZBR3m,bungalow,true,false,false,false,8.98,$,1
g01XB,city7,province38,Russia,DSQv0,Deluxe,true,true,true,true,50.35,$,1
8Rv9t,city0,province93,China,puniq,Villa,false,false,false,false,45.74,$,3
vmr9r,city43,province50,South Africa,qNnqN,Single Floor,false,true,false,false,13.18,$,1
bomj3,city4,province4,country,4o1gh,bungalow,false,true,true,false,9.08,$,1
l8fPB,city28,province13,India,DXeX8,bungalow,true,true,false,true,41.49,$,3
F80Rv,city43,province43,Egypt,K8cqp,Deluxe,false,false,false,false,86.75,$,0
yw5Hn,city97,province14,UK,YgI9Z,Villa,true,true,true,false,7.76,$,0
vxv9H,city38,province36,France,EME5o,Single Floor,true,false,true,true,66.02,$,2
MNPat,city6,province68,Thailand,1TTd8,bungalow,false,true,true,true,38.45,$,0
xMJIA,city91,province51,Russia,ixgVY,bungalow,false,true,false,false,7.01,$,2
61pNV,city60,province14,China,n5VVV,Deluxe,true,false,false,false,86.47,$,0
aY0ko,city46,province14,South Africa,fLUb7,Villa,false,true,false,false,63.58,$,3
WY6p1,city56,province52,country,QBjk2,Single Floor,false,false,true,false,31.37,$,0
AP96A,city80,province12,India,WXrqz,bungalow,false,false,false,true,52.44,$,2
lyEa1,city25,province55,Egypt,zUy5G,bungalow,false,false,false,true,15.96,$,3
ECqZ7,city28,province34,UK,wQeQw,Deluxe,false,false,false,false,62.33,$,0
C5r8J,city20,province23,France,xfUPY,Villa,true,true,false,false,45.64,$,3
Wib2T,city92,province13,Thailand,AUjsN,Single Floor,false,false,true,false,26.75,$,1
P08hl,city93,province26,Russia,atJ4s,bungalow,true,true,true,false,65.43,$,0
0FhBM,city92,province19,China,phGNQ,bungalow,true,false,false,true,33.77,$,1
WcHB6,city25,province88,South Africa,WZkxi,Deluxe,false,false,false,true,84.15,$,2
jWEAR,city31,province31,country,AmEgN,Villa,true,false,false,false,6.88,$,2
uppdn,city57,province26,India,bnHwM,Single Floor,false,true,false,true,44.4,$,1
Cax2F,city97,province49,Egypt,SkReH,bungalow,false,false,false,false,72.74,$,3
eA6wH,city42,province38,UK,n7CTh,bungalow,false,false,true,false,89.82,$,1
cp4mL,city59,province12,France,TyO6i,Deluxe,false,false,false,false,75.94,$,3
ZN8AR,city91,province70,Thailand,3yHNE,Villa,true,false,false,false,39.2,$,2
L4iA5,city35,province5,Russia,Twoh6,Single Floor,true,true,true,false,95.53,$,0
KhzpO,city75,province37,China,HpR5g,bungalow,true,true,false,true,97.22,$,0
TY3Wr,city40,province23,South Africa,U6Y2G,bungalow,false,true,true,true,89.36,$,1
IfkwE,city16,province39,country,sjHmK,Deluxe,true,true,true,false,86.8,$,0
YCn12,city88,province76,India,yuh2t,Villa,true,true,true,true,86.37,$,0
3mQX9,city53,province23,Egypt,ZqVQu,Single Floor,false,false,true,true,89.22,$,3
G6q6o,city90,province46,UK,6vh58,bungalow,true,true,true,true,14.79,$,0
A3wu8,city49,province4,France,PmyF2,bungalow,false,true,true,false,52.13,$,1
8Q2DK,city95,province52,Thailand,zxbm5,Deluxe,false,false,false,false,75.31,$,2
EY933,city86,province62,Russia,z3i00,Villa,false,true,true,true,8.87,$,2
GIreD,city83,province42,China,o2UpM,Single Floor,true,true,true,false,69.13,$,2
V6aMX,city84,province77,South Africa,KQ6nx,bungalow,false,false,true,true,14.65,$,0
z76Aq,city33,province5,country,XvZ1D,bungalow,false,false,false,false,7.8,$,0
2N7Gx,city70,province62,India,rCCjV,Deluxe,false,true,false,false,35.42,$,0
JHgL2,city62,province30,Egypt,4uVq8,Villa,false,false,true,true,34.75,$,1
Pu2NG,city16,province46,UK,n1p7P,Single Floor,false,false,true,false,33.09,$,0
2LWgV,city16,province9,France,TnI2F,bungalow,false,false,false,true,1.56,$,2
PqDNB,city94,province24,Thailand,MpZHc,bungalow,false,true,false,true,30.39,$,2
8rXqw,city94,province83,Russia,OMoik,Deluxe,false,true,true,false,66.05,$,0
0lhQ4,city7,province16,China,hLtIO,Villa,true,true,true,true,46.6,$,1
rUN9i,city71,province70,South Africa,JakEH,Single Floor,true,true,false,false,23.68,$,1
ayBTk,city86,province17,country,gVYr3,bungalow,false,false,false,false,22.03,$,1
1Jk44,city45,province90,India,9fhMU,bungalow,true,false,false,true,93.42,$,0
Pq1yZ,city12,province59,Egypt,7x49f,Deluxe,false,false,false,true,14.34,$,0
JtgeR,city52,province59,UK,f8nrc,Villa,true,false,true,false,64.97,$,2
F1V2i,city56,province73,France,leLwd,Single Floor,false,true,false,false,80.0,$,2
JonNH,city47,province13,Thailand,yki5n,bungalow,true,true,false,true,17.08,$,1
lSzNY,city17,province2,Russia,Cfa1r,bungalow,false,false,false,false,62.19,$,1
WyTMN,city68,province40,China,V44Lm,Deluxe,false,true,false,true,36.29,$,3
XFyuw,city38,province81,South Africa,aVU7H,Villa,false,true,false,false,53.58,$,0
WjPvb,city98,province27,country,LGPf8,Single Floor,true,false,true,true,32.33,$,1
apOxK,city81,province46,India,sp93B,bungalow,false,false,true,true,37.77,$,2
02Ljw,city98,province43,Egypt,D3RWF,bungalow,true,false,true,false,71.68,$,1
lKtTU,city3,province19,UK,lSayS,Deluxe,false,true,false,false,2.95,$,3
Q3DLp,city90,province38,France,YLRU7,Villa,true,true,false,false,91.33,$,0
JmWWI,city35,province57,Thailand,VW8r7,Single Floor,true,false,true,true,8.1,$,1
bkBIL,city40,province10,Russia,4ZzZ9,bungalow,false,true,true,true,43.61,$,3
Fqqcn,city64,province89,China,zulF4,bungalow,true,false,false,true,51.06,$,2
Atmvc,city17,province86,South Africa,AYbAA,Deluxe,true,true,true,false,37.83,$,3
